id_type,id,baseline_owner,baseline_semantics,candidate_owner,candidate_semantics,status,action_taken,notes
task,2A5A993AE7BA15F0,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Forest: Naga First","type=""checkmark""; title=""I read this lesson and checked the installed pack""","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Forest: Naga First","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,2A8E1A17D88A771B,"travel_storage.snbt: Stop Living Out of 46 Chests / Upgrade, Don't Replace","type=""item""; item=""sophisticatedbackpacks:iron_backpack""","travel_storage.snbt: Your 46-Chest Intervention / Upgrade, Don't Replace","type=""item""; item=""sophisticatedbackpacks:iron_backpack""",unchanged,preserved baseline definition,
task,2AD404763FEDCE70,homestead.snbt: Food That Isn't Raw Chicken / Cooking Pot Meals,"type=""item""; item=""farmersdelight:stove""",homestead.snbt: Cook Something That Isn't Raw Chicken / Cooking Pot Meals,"type=""item""; item=""farmersdelight:stove""",unchanged,preserved baseline definition,
task,2B10360F6CEDF3A8,travel_storage.snbt: Stop Living Out of 46 Chests / Centralise the Storeroom,"type=""item""; item=""toms_storage:ts.storage_terminal""",travel_storage.snbt: Your 46-Chest Intervention / Centralise the Storeroom,"type=""item""; item=""toms_storage:ts.storage_terminal""",unchanged,preserved baseline definition,
task,2C07F091DE81275D,"enchanting_gear.snbt: Enchanting and the Public Armoury / Grindstone First, Disenchanter Later","type=""checkmark""; title=""I read this lesson and checked the installed pack""","enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Grindstone First, Disenchanter Later","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,2C7CC22B7AC49A48,homestead.snbt: Food That Isn't Raw Chicken / Feed the Whole Team,"type=""item""; item=""farmersdelight:hamburger""; count=2L",homestead.snbt: Cook Something That Isn't Raw Chicken / Feed the Whole Team,"type=""item""; item=""farmersdelight:hamburger""; count=2L",unchanged,preserved baseline definition,
task,2CB5C0B36773E2B4,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Aether: Altar Path and Side Workstations","type=""checkmark""; title=""I read this lesson and checked the installed pack""","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Aether: Altar Path and Side Workstations","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,2D0D18002CE09301,"endgame.snbt: Dangerous Shit and Endgame / Build Nether Roads, Not Breadcrumbs","type=""checkmark""; title=""I read and understood these field notes""","endgame.snbt: Dangerous Shit, Bigger Consequences / Build Nether Roads, Not Breadcrumbs","type=""checkmark""; title=""I read and understood these field notes""",unchanged,preserved baseline definition,
task,2D4B1B9F444EE8E5,homestead.snbt: Food That Isn't Raw Chicken / Build a Working Kitchen,"type=""item""; item=""cookingforblockheads:fridge""",homestead.snbt: Cook Something That Isn't Raw Chicken / Build a Working Kitchen,"type=""item""; item=""cookingforblockheads:fridge""",unchanged,preserved baseline definition,
task,2D844B1342790AFD,vehicles.snbt: Vehicles and Transport / Take to the Air,"type=""item""; item=""immersive_aircraft:airship""","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Take to the Air","type=""item""; item=""immersive_aircraft:airship""",unchanged,preserved baseline definition,
task,2DA00C24BEA2E3EF,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Otherside: Warden and Heart of the Deep","type=""checkmark""; title=""I read this lesson and checked the installed pack""","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Otherside: Warden and Heart of the Deep","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,2E616777FC8C236E,homestead.snbt: Food That Isn't Raw Chicken / Feed the Whole Team,"type=""item""; item=""farmersdelight:beef_stew""",homestead.snbt: Cook Something That Isn't Raw Chicken / Feed the Whole Team,"type=""item""; item=""farmersdelight:beef_stew""",unchanged,preserved baseline definition,
task,2EBC056D250C96B3,endgame.snbt: Dangerous Shit and Endgame / Enter the End,"type=""dimension""","endgame.snbt: Dangerous Shit, Bigger Consequences / Enter the End","type=""dimension""",unchanged,preserved baseline definition,
task,2EE20B55821B3302,new_horizons.snbt: Exploration Without Getting Completely Lost / Cool-Climate Woods,"type=""item""; item=""biomesoplenty:orange_maple_sapling""",new_horizons.snbt: Leave Home Without Losing Home / Cool-Climate Woods,"type=""item""; item=""biomesoplenty:orange_maple_sapling""",unchanged,preserved baseline definition,
task,2F1D773CED8DB3EB,homestead.snbt: Food That Isn't Raw Chicken / Create: Central Kitchen,"type=""checkmark""; title=""I read this field note and tested the idea""",homestead.snbt: Cook Something That Isn't Raw Chicken / Create: Central Kitchen,"type=""checkmark""; title=""I read this field note and tested the idea""",unchanged,preserved baseline definition,
task,2FD71835149CCED5,new_horizons.snbt: Exploration Without Getting Completely Lost / Cool-Climate Woods,"type=""item""; item=""biomesoplenty:redwood_sapling""",new_horizons.snbt: Leave Home Without Losing Home / Cool-Climate Woods,"type=""item""; item=""biomesoplenty:redwood_sapling""",unchanged,preserved baseline definition,
task,30D3FE17EC2DE387,homestead.snbt: Food That Isn't Raw Chicken / A Proper Kitchen Garden,"type=""item""; item=""farmersdelight:cabbage""",homestead.snbt: Cook Something That Isn't Raw Chicken / A Proper Kitchen Garden,"type=""item""; item=""farmersdelight:cabbage""",unchanged,preserved baseline definition,
task,317E19FB4C0F40DF,welcome.snbt: WHERE THE FUCK DO I START? / Map Before You Roam,"type=""checkmark""; title=""I made a waypoint for home""","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Map Before You Roam","type=""checkmark""; title=""I made a waypoint for home""",unchanged,preserved baseline definition,
task,31D15A6B4B97D0F1,homestead.snbt: Food That Isn't Raw Chicken / A Proper Kitchen Garden,"type=""item""; item=""farmersdelight:onion""",homestead.snbt: Cook Something That Isn't Raw Chicken / A Proper Kitchen Garden,"type=""item""; item=""farmersdelight:onion""",unchanged,preserved baseline definition,
task,324C6E97D6CB2AA8,"welcome.snbt: WHERE THE FUCK DO I START? / Welcome, Noobs (Affectionate)","type=""checkmark""; title=""I am ready to learn the pack""","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Welcome, Noobs (Affectionate)","type=""checkmark""; title=""I am ready to learn the pack""",unchanged,preserved baseline definition,
task,3332CB3AF9C18E3E,,,new_horizons.snbt: Leave Home Without Losing Home / That Chest Is Yours; Stop Fighting,"type=""checkmark""; title=""I inspected my own loot before accusing a friend""",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
task,33374F586D7DAFB4,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Build Fields That Survive the Calendar","type=""checkmark""; title=""I read this lesson and checked the installed pack""","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Build Fields That Survive the Calendar","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,3391C7DA13892E53,"companions_communities.snbt: Companions, Fishing and Settlements / More Villagers: Add Trades with Purpose","type=""checkmark""; title=""I read this lesson and checked the installed pack""","companions_communities.snbt: Pets, Fish and Villagers With Jobs / More Villagers: Add Trades with Purpose","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,3499A1F2A01495FC,,,travel_storage.snbt: Your 46-Chest Intervention / Peek Before You Place,"type=""checkmark""; title=""I named the box before forgetting what was inside""",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
task,34A6C0D785309E7A,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 9: Process with Air,"type=""item""; item=""create:encased_fan""",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 9: Process with Air,"type=""item""; item=""create:encased_fan""",unchanged,preserved baseline definition,
task,34A8CE7892C8AC35,vehicles.snbt: Vehicles and Transport / Build an Expedition Aircraft,"type=""item""; item=""immersive_aircraft:biplane""","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Build an Expedition Aircraft","type=""item""; item=""immersive_aircraft:biplane""",unchanged,preserved baseline definition,
task,34EBCEBE016D958A,travel_storage.snbt: Stop Living Out of 46 Chests / The Storage Ladder,"type=""checkmark""; title=""I read and understood these field notes""",travel_storage.snbt: Your 46-Chest Intervention / The Storage Ladder,"type=""checkmark""; title=""I read and understood these field notes""",unchanged,preserved baseline definition,
task,3518C9697533920E,new_horizons.snbt: Exploration Without Getting Completely Lost / Emergency Return Options,"type=""item""; item={; tag={",new_horizons.snbt: Leave Home Without Losing Home / Emergency Return Options,"type=""item""; item={; tag={",unchanged,preserved baseline definition,
task,35277E58F3F8D340,new_horizons.snbt: Exploration Without Getting Completely Lost / The Wild Concord,"type=""checkmark""; title=""I read and understood these field notes""",new_horizons.snbt: Leave Home Without Losing Home / The Wild Concord,"type=""checkmark""; title=""I read and understood these field notes""",unchanged,preserved baseline definition,
task,35D3BE541B5A99EF,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"type=""item""; item=""create:filter""",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"type=""item""; item=""create:filter""",unchanged,preserved baseline definition,
task,36D1EDA54887B38B,new_horizons.snbt: Exploration Without Getting Completely Lost / Warm-Climate Woods,"type=""item""; item=""biomesoplenty:palm_sapling""",new_horizons.snbt: Leave Home Without Losing Home / Warm-Climate Woods,"type=""item""; item=""biomesoplenty:palm_sapling""",unchanged,preserved baseline definition,
task,3786ED2944790F48,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Alex's Caves: Six Parallel Expeditions","type=""checkmark""; title=""I read this lesson and checked the installed pack""","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Alex's Caves: Six Parallel Expeditions","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,37922E8CF5C60BA4,"enchanting_gear.snbt: Enchanting and the Public Armoury / Books, Treasure Enchantments and Honest Limits","type=""checkmark""; title=""I read this lesson and checked the installed pack""","enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Books, Treasure Enchantments and Honest Limits","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,37B8C8FA3974F77A,,,travel_storage.snbt: Your 46-Chest Intervention / The Void Upgrade Is Not a Personality Test,"type=""checkmark""; title=""I tested deletion with rubbish, not the dragon egg""",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
task,37D499B0541B5CBF,enchanting_gear.snbt: Enchanting and the Public Armoury / Matrix Enchanting: Generate and Place Pieces,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Matrix Enchanting: Generate and Place Pieces,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,3800EF7B872C632D,"companions_communities.snbt: Companions, Fishing and Settlements / Trading Post and Bountiful Solve Different Jobs","type=""checkmark""; title=""I read this lesson and checked the installed pack""","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Trading Post and Bountiful Solve Different Jobs","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,384418FCF38B95D8,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Campaign Debrief: Bring Knowledge Home","type=""checkmark""; title=""I read this lesson and checked the installed pack""","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Campaign Debrief: Bring Knowledge Home","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,38AF9C556C7F3DBB,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"type=""item""; item=""create:belt_connector""; count=2L",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"type=""item""; item=""create:belt_connector""; count=2L",unchanged,preserved baseline definition,
task,38EB569022867E3C,new_horizons.snbt: Exploration Without Getting Completely Lost / Observe Wildlife,"type=""item""; item={; tag={",new_horizons.snbt: Leave Home Without Losing Home / Observe Wildlife,"type=""item""; item={; tag={",unchanged,preserved baseline definition,
task,390527F2DEF7DE05,new_horizons.snbt: Exploration Without Getting Completely Lost / The Roads of the Lost,"type=""checkmark""; title=""I read and understood these field notes""",new_horizons.snbt: Leave Home Without Losing Home / The Roads of the Lost,"type=""checkmark""; title=""I read and understood these field notes""",unchanged,preserved baseline definition,
task,3915B18A17EC4165,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Run a Pantry, Not a Dump Chest","type=""checkmark""; title=""I read this lesson and checked the installed pack""","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Run a Pantry, Not a Dump Chest","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,3962D60C6566DF8C,new_horizons.snbt: Exploration Without Getting Completely Lost / Lootr and Shared Treasure,"type=""checkmark""; title=""I read this lesson and tried it in the world""",new_horizons.snbt: Leave Home Without Losing Home / Lootr and Shared Treasure,"type=""checkmark""; title=""I read this lesson and tried it in the world""",unchanged,preserved baseline definition,
task,3ACF9FFF1731AB54,homestead.snbt: Food That Isn't Raw Chicken / Build a Working Kitchen,"type=""item""; item=""cookingforblockheads:cooking_table""",homestead.snbt: Cook Something That Isn't Raw Chicken / Build a Working Kitchen,"type=""item""; item=""cookingforblockheads:cooking_table""",unchanged,preserved baseline definition,
task,3B8A17619C1356C9,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Brush Carefully","type=""item""; item={; tag={","archaeology.snbt: Brush First, Break Nothing / Brush Carefully","type=""item""; item={; tag={",unchanged,preserved baseline definition,
task,3C8A7D09F10BFCA6,homestead.snbt: Food That Isn't Raw Chicken / Find Tea in the Wild,"type=""item""; item=""herbalbrews:tea_blossom""",homestead.snbt: Cook Something That Isn't Raw Chicken / Find Tea in the Wild,"type=""item""; item=""herbalbrews:tea_blossom""",unchanged,preserved baseline definition,
task,3D1C4F748BEE0DF2,"companions_communities.snbt: Companions, Fishing and Settlements / Aquaculture: Tackle and Useful Catches","type=""checkmark""; title=""I read this lesson and checked the installed pack""","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Aquaculture: Tackle and Useful Catches","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,3D2875EB692C9AC9,first_days.snbt: Surviving the First Night / Stone and Steel,"type=""item""; item={; tag={","first_days.snbt: Day One: Bed, Bread, Don't Die / Stone and Steel","type=""item""; item={; tag={",unchanged,preserved baseline definition,
task,3E4E9DE04AA78D37,roadmap.snbt: What Leads Into What? / Iron Gear Leads to the Public Armoury,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",roadmap.snbt: Pick a Lane Before You Craft Everything / Iron Gear Leads to the Public Armoury,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,40454898A130D0BC,"create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 5: Shafts, Cogs and Gearboxes","type=""item""; item=""create:shaft""; count=4L","create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 5: Shafts, Cogs and Gearboxes","type=""item""; item=""create:shaft""; count=4L",unchanged,preserved baseline definition,
task,409E50188687DAAF,first_days.snbt: Surviving the First Night / Block Families with Rechiseled,"type=""item""; item=""rechiseled:chisel""","first_days.snbt: Day One: Bed, Bread, Don't Die / Block Families with Rechiseled","type=""item""; item=""rechiseled:chisel""",unchanged,preserved baseline definition,
task,4157BB8B75D1CDA9,travel_storage.snbt: Stop Living Out of 46 Chests / Storage Lab: The Tom's Network Core,"type=""checkmark""; title=""I read this field lesson and tried its method""",travel_storage.snbt: Your 46-Chest Intervention / Storage Lab: The Tom's Network Core,"type=""checkmark""; title=""I read this field lesson and tried its method""",unchanged,preserved baseline definition,
task,41B9B2BDD5D57741,"travel_storage.snbt: Stop Living Out of 46 Chests / Packages, Stock Links and Stock Tickers","type=""checkmark""; title=""I read this lesson and checked the installed pack""","travel_storage.snbt: Your 46-Chest Intervention / Packages, Stock Links and Stock Tickers","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,41CA705364E827C6,first_days.snbt: Surviving the First Night / Leave Yourself Clues,"type=""item""; item={; tag={","first_days.snbt: Day One: Bed, Bread, Don't Die / Leave Yourself Clues","type=""item""; item={; tag={",unchanged,preserved baseline definition,
task,42062FDD8B1DA11A,create_projects.snbt: Create Projects: Workshop to Railway / Project: A Tree Farm You Can Stop,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",create_projects.snbt: Create: Build Machines With a Point / Project: A Tree Farm You Can Stop,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,430A05CAF1BE8772,new_horizons.snbt: Exploration Without Getting Completely Lost / Find Biomes and Structures,"type=""item""; item=""explorerscompass:explorerscompass""",new_horizons.snbt: Leave Home Without Losing Home / Find Biomes and Structures,"type=""item""; item=""explorerscompass:explorerscompass""",unchanged,preserved baseline definition,
task,44458A420CA44D2C,welcome.snbt: WHERE THE FUCK DO I START? / Your First Backpack,"type=""item""; item=""sophisticatedbackpacks:backpack""","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Your First Backpack","type=""item""; item=""sophisticatedbackpacks:backpack""",unchanged,preserved baseline definition,
task,448ED9AFE6B6ACD8,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"type=""item""; item=""create:chute""",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"type=""item""; item=""create:chute""",unchanged,preserved baseline definition,
task,44C85F5A80E3D73E,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Project: A Compact Responsible Apiary","type=""checkmark""; title=""I read this lesson and checked the installed pack""","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Project: A Compact Responsible Apiary","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,44F5F3A8FA7A572B,"companions_communities.snbt: Companions, Fishing and Settlements / Aquariums Are Small Curated Displays","type=""checkmark""; title=""I read this lesson and checked the installed pack""","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Aquariums Are Small Curated Displays","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,45588D21DBBDBA52,new_horizons.snbt: Exploration Without Getting Completely Lost / Bring Home New Colour,"type=""item""; item=""biomesoplenty:lavender""; count=2L",new_horizons.snbt: Leave Home Without Losing Home / Bring Home New Colour,"type=""item""; item=""biomesoplenty:lavender""; count=2L",unchanged,preserved baseline definition,
task,46443864ED095A2F,travel_storage.snbt: Stop Living Out of 46 Chests / Create Item Vaults Are Machine Buffers,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",travel_storage.snbt: Your 46-Chest Intervention / Create Item Vaults Are Machine Buffers,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,475E3C7942794FF5,enchanting_gear.snbt: Enchanting and the Public Armoury / Combine Books in a Sensible Order,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Combine Books in a Sensible Order,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,47F0A1934DFD4C40,homestead.snbt: Food That Isn't Raw Chicken / A Cook's First Tool,"type=""item""; item={; tag={",homestead.snbt: Cook Something That Isn't Raw Chicken / A Cook's First Tool,"type=""item""; item={; tag={",unchanged,preserved baseline definition,
task,48716A3425C559FA,"companions_communities.snbt: Companions, Fishing and Settlements / Modes, Talents and Recall","type=""checkmark""; title=""I read this lesson and checked the installed pack""","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Modes, Talents and Recall","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,489BA2A0C5DDEF14,"roadmap.snbt: What Leads Into What? / The Pack Is a Web, Not a Checklist","type=""checkmark""; title=""I read this lesson and checked the installed pack""","roadmap.snbt: Pick a Lane Before You Craft Everything / The Pack Is a Web, Not a Checklist","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,48AECCE0F2DB5F37,new_horizons.snbt: Exploration Without Getting Completely Lost / Take a Real Photograph,"type=""item""; item=""exposure:black_and_white_film""",new_horizons.snbt: Leave Home Without Losing Home / Take a Real Photograph,"type=""item""; item=""exposure:black_and_white_film""",unchanged,preserved baseline definition,
task,49D0FCF793614F17,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Bounties, Artifacts and Relics","type=""checkmark""; title=""I read and understood these field notes""","archaeology.snbt: Brush First, Break Nothing / Bounties, Artifacts and Relics","type=""checkmark""; title=""I read and understood these field notes""",unchanged,preserved baseline definition,
task,4A17782EC6A28640,endgame.snbt: Dangerous Shit and Endgame / Eyes from Across the World,"type=""item""; item={; tag={","endgame.snbt: Dangerous Shit, Bigger Consequences / Eyes from Across the World","type=""item""; item={; tag={",unchanged,preserved baseline definition,
task,4A585494B86F24F7,enchanting_gear.snbt: Enchanting and the Public Armoury / Steer the Matrix with Coloured Candles,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Steer the Matrix with Coloured Candles,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,4AAF1FA8459213D6,new_horizons.snbt: Exploration Without Getting Completely Lost / Bring Home New Colour,"type=""item""; item=""biomesoplenty:glowflower""",new_horizons.snbt: Leave Home Without Losing Home / Bring Home New Colour,"type=""item""; item=""biomesoplenty:glowflower""",unchanged,preserved baseline definition,
task,4ADCEC7339D27669,"companions_communities.snbt: Companions, Fishing and Settlements / A Peaceful Progression Lane","type=""checkmark""; title=""I read this lesson and checked the installed pack""","companions_communities.snbt: Pets, Fish and Villagers With Jobs / A Peaceful Progression Lane","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,4B76B7B57AE8375E,welcome.snbt: WHERE THE FUCK DO I START? / Orientation Complete,"type=""checkmark""; title=""Show me the rest of the pack""","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Orientation Complete","type=""checkmark""; title=""Show me the rest of the pack""",unchanged,preserved baseline definition,
task,4BDB119AF817BDB1,welcome.snbt: WHERE THE FUCK DO I START? / Create Ponder,"type=""checkmark""; title=""I tried holding W on a Create item""","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Create Ponder","type=""checkmark""; title=""I tried holding W on a Create item""",unchanged,preserved baseline definition,
task,4BF679562CE6F4E2,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Mowzie's Mobs: Independent Encounters","type=""checkmark""; title=""I read this lesson and checked the installed pack""","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Mowzie's Mobs: Independent Encounters","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,4C25881B98D5D80B,create_basics.snbt: Create Without Having a Brain Aneurysm / Mechanical Crafting,"type=""item""; item=""create:mechanical_crafter""",create_basics.snbt: Create Without Having a Brain Aneurysm / Mechanical Crafting,"type=""item""; item=""create:mechanical_crafter""",unchanged,preserved baseline definition,
task,4C32625B8C64A2EB,travel_storage.snbt: Stop Living Out of 46 Chests / Store Bulk Materials in Drawers,"type=""item""; item=""storagedrawers:oak_full_drawers_1""",travel_storage.snbt: Your 46-Chest Intervention / Store Bulk Materials in Drawers,"type=""item""; item=""storagedrawers:oak_full_drawers_1""",unchanged,preserved baseline definition,
task,4CA2867ED4896EE3,roadmap.snbt: What Leads Into What? / Storage Leads to Logistics and Transport,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",roadmap.snbt: Pick a Lane Before You Craft Everything / Storage Leads to Logistics and Transport,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,4D90E2EC3EB72C2D,endgame.snbt: Dangerous Shit and Endgame / Eyes from Across the World,"type=""item""; item={; tag={","endgame.snbt: Dangerous Shit, Bigger Consequences / Eyes from Across the World","type=""item""; item={; tag={",unchanged,preserved baseline definition,
task,4E0483D04BBC7E67,roadmap.snbt: What Leads Into What? / Choose One Next Project,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",roadmap.snbt: Pick a Lane Before You Craft Everything / Choose One Next Project,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,4E066A85090F681B,create_projects.snbt: Create Projects: Workshop to Railway / Project: Wash or Crush One Ore Stream,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",create_projects.snbt: Create: Build Machines With a Point / Project: Wash or Crush One Ore Stream,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,4ED938C90757C0A6,"new_horizons.snbt: Exploration Without Getting Completely Lost / Curios, Artifacts and Relics","type=""checkmark""; title=""I read this lesson and tried it in the world""","new_horizons.snbt: Leave Home Without Losing Home / Curios, Artifacts and Relics","type=""checkmark""; title=""I read this lesson and tried it in the world""",unchanged,preserved baseline definition,
task,4ED95E91C239E294,create_projects.snbt: Create Projects: Workshop to Railway / Packagers Turn Stock into Deliveries,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",create_projects.snbt: Create: Build Machines With a Point / Packagers Turn Stock into Deliveries,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,50C885E554954002,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 10: Mixing in a Basin,"type=""item""; item=""create:mechanical_mixer""",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 10: Mixing in a Basin,"type=""item""; item=""create:mechanical_mixer""",unchanged,preserved baseline definition,
task,51371A3ACE70B5CE,create_projects.snbt: Create Projects: Workshop to Railway / Moving Contraptions Need Boundaries,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",create_projects.snbt: Create: Build Machines With a Point / Moving Contraptions Need Boundaries,"type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,51AE876F9BB3A96A,"companions_communities.snbt: Companions, Fishing and Settlements / Feed Troughs and Bounded Animal Care","type=""checkmark""; title=""I read this lesson and checked the installed pack""","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Feed Troughs and Bounded Animal Care","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
task,52A515766EE1B6E3,,,"create_projects.snbt: Create: Build Machines With a Point / It Spun, Therefore It Ate the Wall","type=""checkmark""; title=""I checked what was glued before pressing go""",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
task,52CF88542606393D,,,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Winter Is Coming; Your Pantry Is Empty","type=""checkmark""; title=""I stored food before becoming surprised by winter""",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
task,53580B6234D0A4B7,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / That Chest Has Teeth","type=""kill""; title=""Defeat a Mimic""","archaeology.snbt: Brush First, Break Nothing / That Chest Has Teeth","type=""kill""; title=""Defeat a Mimic""",unchanged,preserved baseline definition,
task,538BC520DC56880A,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Forest: Portal, Magic Map, First Camp","type=""checkmark""; title=""I read this lesson and checked the installed pack""","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Forest: Portal, Magic Map, First Camp","type=""checkmark""; title=""I read this lesson and checked the installed pack""",unchanged,preserved baseline definition,
